"id";"nome";"url";"seletor";"fonte";"status";"createdAt";"updatedAt"
34637;"Tempero na Mochila";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34638;"Comidas Exóticas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34639;"Movie Talk";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34640;"Cinelab";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34641;"Nella, Uma Princesa Corajosa";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34642;"Medici: Masters of Florence";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34643;"O Mundo de Mia";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34644;"Traçando Arte";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34645;"O Show dos Looney Tunes";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34646;"Risco de Morte";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34647;"O Renascimento da África";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34648;"Campeonato Europeu de Rali FIA";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34649;"A Maldição do Ouro Perdido";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34650;"Neruda";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34651;"Condomínio Jaqueline";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34652;"Premium Selections";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34653;"Click";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34654;"Kitchen Nightmares";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34655;"Super Wings";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34656;"Defiance";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34657;"Quintal da Cultura";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34658;"Física Divertida";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34659;"Traçando Arte";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34660;"Eu e o Quarteto Apavorante";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34661;"Rubra e as Criaturas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34662;"Cocoricó";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34663;"Os Padrinhos Mágicos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34664;"Atomic Puppet";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34665;"Guardiões da Galáxia";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34666;"Carros 2";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34667;"LEGO Star Wars - As Aventuras dos Freemaker";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34668;"Gazoon";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34669;"Piquenique com Bolo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34670;"Oriente Médio Selvagem";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34671;"Veterinário das Montanhas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34672;"Com Água até o Pescoço";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34673;"Os Reis de Beverly Hills";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34674;"Desamarrando o Amor";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34675;"Fome de Quê?";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34676;"Debutantes";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34677;"Dieta do Amor";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34678;"Falou e Disse!";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34679;"Pelados e Apaixonados";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34680;"A Caixa do Sexo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34681;"Dance Moms";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34682;"A Pequena Família de Terra";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34683;"Pequenas Grandes Mulheres: Atlanta";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34684;"Project Runway - Empreendedores";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34685;"Primeira Vez";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34686;"O Cavaleiro da Neve";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34687;"Lili Marlene";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34688;"Desafio das Unhas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34689;"Quinze";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34690;"Revenge Body With Khloé Kardashian";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34691;"O Maior Espetáculo da Terra";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34692;"Malucos do Ar";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34693;"A Casa dos Espíritos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34694;"A Era dos Dragões";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34695;"Aventuras da Liga da Justiça - Armadilha do Tempo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34696;"Tokyo Godfathers";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34697;"Sherlock Holmes";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34698;"The Nanny";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34699;"Duro de Matar 3 - A Vingança";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34700;"Gremlins 2 - A Nova Turma";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34701;"O Especialista";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34702;"Transcendence: A Revolução";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34703;"Bull";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34704;"Guerra de Limusines";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34705;"Sob Vinte Centavos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34706;"Clube dos Solitários";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34707;"Amadores do Futebol";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34708;"Lagoa de Araruama";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34709;"Bom Dia Arqueologia";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34710;"História de Borboletas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34711;"Atlético Clube Seridó";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34712;"Muamba";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34713;"Harvey, o Advogado";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34714;"Sex and the City";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34715;"Todo Mundo Odeia o Chris";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34716;"Tirando a Maior Onda";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34717;"The Nanny";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34718;"Homens do Soul";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34719;"The Goldbergs";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34720;"South Park";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34721;"South Park";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34722;"South Park";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34723;"De Trás Para a Frente";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34724;"Amor Assassino";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34725;"Emergências Médicas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34726;"This Is Us";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34727;"Bones";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34728;"Futurando";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34729;"Show de Polícia";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34730;"Gilmar Brasil";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34731;"Casa do Pescador";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34732;"American Classic";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34733;"Eliane Camargo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34734;"Global Fishing";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34735;"Brasil de Bombacha";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34736;"Conexão Radical";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34737;"State of the Race with Kate Bolduan";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34738;"CNN Today";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34739;"Winning Post";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34740;"Reliable Sources";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34741;"Bom de Pesca";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34742;"Elas na Pesca";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34743;"Raízes da Pesca";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34744;"Coração de Pescador";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34745;"Campeonato Paulista em Pesqueiros";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34746;"Lar e Família";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34747;"Histórias da Tia Cecéu";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34748;"Fé em Ação";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34749;"Viva uma Experiência Real";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34750;"Fé para Hoje";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34751;"Arena do Futuro";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34752;"Interferência Hallyu";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34753;"Clipes Pop";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34754;"Ponto Pop 10";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34755;"Faixa de Clipes Udigrudi";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34756;"Ponto Pop";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34757;"Cineplay Brasil";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34758;"AgroBovi";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34759;"Leilão Virtual: Estância Dona Benildes";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34760;"Amigo Pecuarista";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34761;"Best of Bloomberg Markets: Middle East";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34762;"Brilliant Ideas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34763;"High Flyers";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34764;"Good Fortunes";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34765;"The Travel Show";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34766;"Newsnight";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34767;"Le Journal de Radio-Canada";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34768;"Le Journal de la RTS";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34769;"Innocente";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34770;"Valérian et Laureline";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34771;"Tactik";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34772;"Épicerie fine : terroirs gourmands";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34773;"Le Mécène";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34774;"Taratata 100 pour cent live";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34775;"With Mother";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34776;"World Weather";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34777;"News: Good Morning, Japan";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34778;"Morning Market";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34779;"News & Weather";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34780;"Design Ah!";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34781;"Songs of Japanese Spirit";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34782;"Go, Kitchen, Go!";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34783;"No-Narration Documentary";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34784;"Darwin's Amazing Animals";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34785;"Somewhere Street";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34786;"World News Academy";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34787;"Sunday Sports News";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34788;"Vegetable Gardening";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34789;"Bakusho Mondai's Exploration";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34790;"DW Nachrichten";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34791;"Sarah's Music: Klassik Erleben";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34792;"Das Leben der Kühe";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34793;"Europe in Concert - Top-Acts Live";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34794;"Sarah's Music: Contemporary Classical";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34795;"Pur+";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34796;"Dokumentationen und Reportagen";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34797;"Denker des Abendlandes";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34798;"Die Bundesliga - Dein Team, Deine Liga, Deine Show";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34799;"The Bundesliga : Your Team Your League Your Show";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34800;"Check-in - Das Reisemagazin";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34801;"Bares für Rares";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34802;"Pop x Port - Das Deutsche Musikmagazin";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34803;"Aquí la Tierra";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34804;"Zoom Net";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34805;"Telediario 2ª Edición";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34806;"Conecta con el Mercado";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34807;"Doctor Romero";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34808;"Saber Y Ganar - Fin de Semana";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34809;"Ciencia Forense";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34810;"El Caso Wanninkhof";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34811;"Medina en TVE";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34812;"Buenas Noticias TV";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34813;"Red Natura 2000";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34814;"In.Fluência";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34815;"Não Cochile";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34816;"Flow";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34817;"Vamos!?";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34818;"Heat";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34819;"Hecho a Mano";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34820;"40 Graus WooHoo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34821;"Vitaminix";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34822;"Nutri Ventures";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34823;"E Agora o que É que Eu Faço?";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34824;"Campeonato Português";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34825;"Tudo Incluído";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34826;"E Agora o que É que Eu Faço?";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34827;"TG2 Giorno";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34828;"Ragazzi";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34829;"Linea Verde Estate";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34830;"Linea Blu";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34831;"Paul Lawrie Matchplay Highlights - VT";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34832;"School of Golf - VT";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34833;"Programação Rede Vanguarda";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34834;"Top Game";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34835;"Conexão com Deus";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34836;"Cada Dia";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34837;"Show da Saúde";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34838;"Big Time Rush";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34839;"American Mall";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34840;"Power Rangers Resgate na Velocidade da Luz";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34841;"Saúde e Sexualidade";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34842;"Aprovados";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34843;"9 Pés";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34844;"Costa Rica Por Elas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34845;"Mar Doce Lar";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34846;"Mundo Medina";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34847;"The More Things Change: Gerry Lopez Uluwatu Talk Story";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34848;"Ilhas Paradisíacas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34849;"Super Heroes - The Secret Side";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34850;"Vida + Bela";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34851;"Reforma de Casais";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34852;"A Verdade Sobre a Morte de Diana";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34853;"Roberto D'Avila";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34854;"Fernando Gabeira";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34855;"Jornal Globo News";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34856;"GloboNews Internacional";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34857;"Jornal das Dez";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34858;"Diálogos com Mario Sergio Conti";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34859;"Cidades e Soluções";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34860;"Globo Rural";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34861;"Manhattan Connection";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34862;"SporTV Tá na Área - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34863;"Liga Futsal - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34864;"Santa Cruz x CRB-AL";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34865;"Mundial de Canoagem Velocidade - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34866;"Cruzeiro x Santos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34867;"Sportv News";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34868;"Wissper";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34869;"Natugato";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34870;"Megamente";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34871;"Super Wings";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34872;"Hi-5";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34873;"Floogals";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34874;"As Aventuras do Gato de Botas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34875;"Peppa";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34876;"Peppa";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34877;"George, o Curioso";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34878;"Os Under-Undergrounds";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34879;"Os Under-Undergrounds";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34880;"iCarly";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34881;"Os Padrinhos Mágicos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34882;"iCarly";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34883;"Drake & Josh";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34884;"Os Pinguins de Madagascar";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34885;"Henry Danger";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34886;"The Thundermans";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34887;"The Loud House";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34888;"D.P.A. - Detetives do Prédio Azul";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34889;"Valentins";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34890;"Zorro";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34891;"Osmar - a Primeira Fatia do Pão de Forma";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34892;"Uma Aventura Animal - O Código de Marco Polo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34893;"A Bruxinha e o Dragão II - Jornada Para Mandolan";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34894;"Gloob Duni Tê";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34895;"Rusty Rivets";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34896;"Blaze e as Monster Machines";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34897;"The Day Henry Met";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34898;"Littlest Pet Shop";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34899;"Tickety Toc";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34900;"Bubble Guppies";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34901;"Planet's Got Talent";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34902;"Vai pra onde?";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34903;"Minha Loja de Discos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34904;"Os Vídeos mais sem Noção";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34905;"Só Rindo com Betty White";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34906;"Mágica de Rua";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
34907;"TOP TVZ";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
