"id";"nome";"url";"seletor";"fonte";"status";"createdAt";"updatedAt"
36741;"Cinelab";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36742;"S.O.S. Mulheres ao Mar";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36743;"The Pawnbroker";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36744;"No Limite da Realidade";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36745;"Máquina Mortífera 4";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36746;"O Suspeito";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36747;"Ninja Assassino";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36748;"Mandando Bala";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36749;"Intriga em Deliverance Creek";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36750;"O Cara";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36751;"O Homem nas Trevas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36752;"Showtime";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36753;"Temos Vagas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36754;"Nocaute";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36755;"Os Imperdoáveis";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36756;"Doce Novembro";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36757;"Namorando uma Mulher";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36758;"A Intrometida";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36759;"Letra e Música";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36760;"As Grandes Aventuras de Pee Wee";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36761;"Dois Velhos Rabugentos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36762;"Sexo, Drogas e Jingle Bells";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36763;"A Lenda de Tarzan";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36764;"Premonição 2";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36765;"Como ser Solteira";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36766;"Interestelar";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36767;"Room 104";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36768;"Belas e Perseguidas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36769;"Game of Thrones";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36770;"O Durão";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36771;"Insecure";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36772;"A Conquista da Honra";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36773;"Aconteceu na Floresta";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36774;"Aliança do Crime";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36775;"Game of Thrones";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36776;"Direito de Amar";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36777;"Pássaro Branco";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36778;"Hamlet";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36779;"Fuga para a Liberdade";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36780;"Betibú";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36781;"Tempestade Silenciosa";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36782;"Convenção das Bruxas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36783;"A Nova Cinderela";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36784;"Desafiando Gigantes";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36785;"Dennis, o Pimentinha";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36786;"Ricki and the Flash - De Volta pra Casa";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36787;"Uma Prova de Amor";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36788;"Floresta Maldita";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36789;"Especialista em Crise";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36790;"Caçadores de Emoção - Além do Limite";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36791;"Goosebumps: Monstros e Arrepios";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36792;"A Mentira";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36793;"Os Mercenários 2";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36794;"Peter & Wendy";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36795;"Os Simpsons";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36796;"O Caçador de Recompensas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36797;"Homens de Honra";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36798;"Bob's Burgers";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36799;"A Hora do Espanto 2";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36800;"Cinelab";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36801;"A.I. - Inteligência Artificial";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36802;"A Colmeia";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36803;"A Floresta dos Suicidas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36804;"Killjoys";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36805;"A Família Addams";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36806;"Olhar Digital";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36807;"Hook - A Volta do Capitão Gancho";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36808;"Cinelab";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36809;"Um Lugar Chamado Notting Hill";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36810;"House";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36811;"Alta Frequência";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36812;"The Big Bang Theory";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36813;"Criminal Minds: Beyond Borders";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36814;"CSI: Cyber";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36815;"O Legado Bourne";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36816;"MXGP Festival Motocross Racing - VT";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36817;"Bellator - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36818;"Major League Baseball - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36819;"Neruda";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36820;"Condomínio Jaqueline";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36821;"Baskets";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36822;"Riviera";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36823;"O Grande Gonzalez";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36824;"Setlist";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36825;"Versões";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36826;"System Of A Down - Live at Rock'n'Heim 2013";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36827;"The Pains of Being Pure at Heart";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36828;"Em Busca da Balada Perfeita";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36829;"Lounge";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36830;"Catfish";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36831;"Geordie Shore";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36832;"Esquenta VMA 2017";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36833;"Combate News - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36834;"Giro Combate";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36835;"Ufc 17.5 - Ultimate Brazil - VT";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36836;"Max Fight 19 - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36837;"UFC 129 - St Pierre x Shields - VT";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36838;"Shooto 74 - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36839;"The Walking Dead";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36840;"Alavés x Barcelona - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36841;"Resenha Bandsports";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36842;"Campeonato Italiano - Série B";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36843;"Fórmula Indy - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36844;"Arena eSports - VT";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36845;"Botafogo TV";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36846;"Nova Fla TV";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36847;"TV Cruzeiro";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36848;"Flamengo x Atlético/PR";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36849;"Impact Wrestling";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36850;"F1: The Inside Line";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36851;"Prévia do Campeonato Alemão";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36852;"Vôlei - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36853;"Caravana do Esporte";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36854;"Copa América de Basquete Masculino 2017 - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36855;"Sangue nos Olhos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36856;"Especial Basquete Pan 87";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36857;"Festa";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36858;"Disco";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36859;"Bossa Nova";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36860;"Românticas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36861;"Rádio Teletema";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36862;"Trilhas Sonoras";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36863;"Rádio Clube do Pará";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36864;"Jovem Pan AM";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36865;"Jovem Pan FM";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36866;"Nativa";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36867;"Castle";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36868;"Project Runway";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36869;"Miss Moon";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36870;"Castle";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36871;"O Papel das Histórias";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36872;"Rubra e as Criaturas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36873;"Chegou Honey Boo Boo!";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36874;"Compradores de Ilhas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36875;"Dupla do Barulho Vs. Corridas Proibidas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36876;"Carros Irados";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36877;"Eu, a Patroa e as Crianças";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36878;"Eu, a Patroa e as Crianças";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36879;"Happy Tree Friends";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36880;"Football Ligue 1 - Ao Vivo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36881;"Somewhere Street";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36882;"Fale Conosco";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36883;"Zak Storm";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36884;"Wissper";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36885;"O Mestre e o Muriqui";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36886;"TLD";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36887;"Thailand x Challenger";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36888;"Yo-Kai Watch";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36889;"Os Ecoturistinhas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36890;"Mundo da Lua";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36891;"Tchibum TV";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36892;"Yoga com Histórias";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36893;"Musical Rá Tim Bum!";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36894;"Cocoricó";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36895;"Os Cupins";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36896;"Nilba e os Desastronautas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36897;"Cocoricó na Cidade";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36898;"Kick Buttowski - Um Projeto de Dublê";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36899;"O Mestre e o Muriqui";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36900;"Soltando os Bichos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36901;"Igarapé Mágico";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36902;"Teatro das Fábulas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36903;"SOS Sônia";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36904;"O Mestre e o Muriqui";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36905;"Saari";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36906;"O Mestre e o Muriqui";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36907;"Sérgio e a Bicharada";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36908;"Uma Mulher de Peso";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36909;"De Repente, Rico";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36910;"Casamento: Tudo ou Nada";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36911;"Emagreci, e agora?";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36912;"The Biggest Loser";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36913;"Glamourosas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36914;"Pequenas Misses";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36915;"Les Ballets Bubenicek";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36916;"Coreografia - O Desenho da Dança no Brasil";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36917;"Arte 1 em Movimento";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36918;"Lista";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36919;"Autorretrato Arte 1";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36920;"Anoushka Shankar no Rudolstadt Festival";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36921;"A Moda de Paul Smith";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36922;"Europa Selvagem";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36923;"O Encantador de Cães";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36924;"Instinto Assassino";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36925;"Cinderelo sem Sapato";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36926;"O Mensageiro Trapalhão";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36927;"Bring It!";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36928;"16 Para Sempre";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36929;"Step It Up";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36930;"Keeping Up With the Kardashians";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36931;"O Novo Pesadelo - O Retorno de Freddy Krueger";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36932;"Xena, a Princesa Guerreira";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36933;"Os Caça-Fantasmas II";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36934;"Questão de Honra";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36935;"Jason X";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36936;"Festival de Cinema de Cannes 2017";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36937;"Dragon Ball Z - A Batalha dos Deuses";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36938;"A Incrível História de Adaline";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36939;"Laranja Mecânica";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36940;"O Aviador";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36941;"A Mão Assassina";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36942;"Gremlins";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36943;"Crime Verdadeiro";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36944;"A Hora do Rush";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36945;"Vidas Interrompidas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36946;"Guerra de Entregas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36947;"Bull";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36948;"RoboCop: O Policial do Futuro";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36949;"Foliar Brasil Doc";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36950;"100 Anos Luz";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36951;"Hereros Angola";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36952;"Paulo Mendes da Rocha, nosso Querido Arquiteto";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36953;"Invasores";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36954;"Debaixo do Céu";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36955;"1967 - O Ano do Desastre";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36956;"A Locomotiva";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36957;"À Margem";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36958;"Ecologia; Memória Goitacá";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36959;"Rio de Mulheres";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36960;"Private Eyes";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36961;"A Cor de um Crime";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36962;"O Quarto do Pânico";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36963;"Kitchen Nightmares";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36964;"Se Eu Ficar";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36965;"O Capo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36966;"Ela É a Poderosa";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36967;"Emergências Médicas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36968;"O Mundo de Jacquin";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36969;"Comedy Central Stand Up";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36970;"Eu, a Patroa e as Crianças";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36971;"Happy Tree Friends";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36972;"South Park";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36973;"The Half Hour";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36974;"As Novas Aventuras de Christine";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36975;"Os Goldbergs";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36976;"South Park";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36977;"The Cyanide & Happiness Show";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36978;"South Park";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36979;"República do Stand-up";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36980;"Inspiração Assassina";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36981;"Desejos Proibidos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36982;"Crimes Famosos com Aphrodite Jones";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36983;"Cultos Mortais";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36984;"O Crime Quase Perfeito";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36985;"Casos Reais com María Elena Salinas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36986;"Caso O.J. Simpson: A Prova Esquecida";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36987;"Desaparecidos";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36988;"Mal de Família";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36989;"Sogras Diabólicas";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36990;"Investigação Forense";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36991;"Tirando a Maior Onda";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36992;"Wrecked";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36993;"Todo Mundo Odeia o Chris";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36994;"As Aventuras do Homem Cueca";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36995;"The Host";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36996;"Newsday";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36997;"Africa Business Report";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36998;"Africa's Population Explosion";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
36999;"History Of Africa";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37000;"Boletins do Tempo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37001;"Agrossociedade";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37002;"Cine Cultura - Cinema";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37003;"Estevam pelo Mundo";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37004;"Show Vip";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37005;"African Voices";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37006;"Weekly Special";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37007;"CNN Talk";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37008;"Eco Solutions";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37009;"Erin Burnett OutFront";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
37010;"CNN Marketplace Middle East";"";"";"";1;"0000-00-00 00:00:00";"2017-08-27 08:59:51"
