"id";"idFilme";"idMidiaInst";"fonte";"nomeFilme";"nomeOriginal";"franquia";"universo";"sinonimos";"trilhaSonora";"produtoras";"anoLancamento";"duracao";"classificacao";"idiomaOriginal";"idiomas";"livro";"sinopse";"genero";"keywords";"tema";"direcao";"criacao";"producao";"roteiro";"status";"numeroTemporadas";"numeroEpisodios";"duracaoMediaEpisodios";"isSerie";"other";"elenco"
306;19822;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
307;19821;0;"google";"Medici: Masters of Florence|";"";"";"";"Primeiro episódio: |";"";"";"18 de outubro de 2016|";"";"";"Língua inglesa|Gêneros: |Thriller, Biografia, Mistério, Romance, Ficção histórica|Episódios|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Richard Madden|Cosimo de&apos; Medici|Dustin Hoffman|Giovanni|Annabel Scholey|Contessina|Stuart Martin|Lorenzo|Guido Caprino|Marco Bello|Valentina Bellè|Lucrezia|Pesquisas relacionadas|Os Pilares da Terra|2010|Leonardo|Channel Zero|The Last Kingdom|The Borgias|Da Vinci&apos;s Demons|"
308;19820;0;"google";"Movie Talk|";"";"";"";"Primeiro episódio: |Episódio final: |, |";"";"";"setembro de 2012|novembro de 2012|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
309;19824;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
310;19825;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
311;19829;0;"google";"";"";"";"";"Série de desenho animado|";"";"";"The Looney Tunes Show é uma série de desenho animado estadunidense, baseada nos personagens originais de Looney Tunes e Merrie Melodies de 1930-1969, que estreou em 3 de maio de 2011 no Cartoon Network e em 7 de abril de 2014 estreou no Boomerang. |3 de maio de 2011|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Jeff Bergman|, |Kristen Wiig|, |Bob Bergen|, |Fred Armisen|, |mais|Episódios|Personagens|Lola Bunny|Kristen Wiig|Speedy González|Fred Armisen|Granny|Stephanie Courtney|Pete Puma|Stan Freberg|Tina Russo|Jennifer Esposito|Pesquisas relacionadas|Baby Looney Tunes|Wabbit|Duck Dodgers|The Sylvester and Twee...|Tiny Toon Adventures|The Tom and Jerry Show|"
312;19826;0;"google";"Traçando Arte|Traçando Arte é uma série original da TV Rá-Tim-Bum que traz ao público infantil um pouco da obra e da biografia de grandes pintores. |";"";"";"";"Programa de TV|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
313;19828;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
314;19827;0;"google";"";"";"";"";"Primeiro episódio: |";"";"";"19 de dezembro de 2011|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Rosabell Laurenti Sellers|Mia|Josephine Benini|Violetta|Saphia Stoney|Paula|Adrian Moore|Vincent|Linda Ballantyne|Mayla|Tajja Isen|Yuko|Pesquisas relacionadas|O Clube das Winx|Regal Academy|Huntik|My Little Pony: A Amizade...|Pop Pixie|2011|Tickety Toc|"
315;19823;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
316;19868;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
317;19877;0;"google";"As Aventuras da Liga da Justiça - Armadilha do Tempo|";"";"";"";"Diedrich Bader|";"Frederik Wiedmann|";"";"Filme de 2014|21 de janeiro de 2014 (mundial)|21 de janeiro de 2014 (|";"";"";"";"";"";"";"As Aventuras da Liga da Justiça - Armadilha do Tempo|";"";"";"Giancarlo Volpe|Duração: |";"";"";"";"";"";"";"";0;"";"Diedrich Bader|"
318;19852;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
319;19861;0;"google";"A Dieta Do Amor (Livro por Mabel Iam)|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
320;19873;0;"google";"Revenge Body with Khloé Kardashian|";"";"";"";"";"";"";"12 de janeiro de 2017|";"";"";"Língua inglesa|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Khloe Kardashian|Episódios|Pesquisas relacionadas|Keeping Up with the Kardashi...|Rob &amp; Chyna|2016|L.A. Clippers Dance Sq...|2016|WAGS|Dash Dolls|2015|Kourtney and Khloé Take The...|"
321;19904;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
322;19905;0;"google";"";"";"";"";"";"Stanley Clarke|1|Soul Music|2:58|2|I&apos;m Your Puppet|4:05|3|Private Number|3:08|4|Water|3:14|5|Never Can Say Goodbye|5:16|6|Boogie Ain&apos;t Nuttin&apos; (But Gettin&apos; Down)|4:10|7|Just Dropped In (To See What Condition My Condition Was in)|2:59|8|Memphis Train|2:53|9|Comfort Me|2:52|10|You Don&apos;t Know What You Mean (To a Lover Like Me) (feat. Lee Fields)|3:30|11|2:44|12|Do Your Thing|13:54|";"";"Filme de 2008|7 de novembro de 2008 (mundial)|";"";"";"";"";"";"";"";"";"";"Malcolm D. Lee|Duração: |1h 43m|";"";"";"";"";"";"";"";0;"";"Bernie Mac|Floyd Henderson|Samuel L. Jackson|Louis Hinds|Isaac Hayes|Sharon Leal|Cleo|John Legend|Marcus Hooks|Jennifer Coolidge|Rosalee|Pesquisas relacionadas|O Ônibus|1998|O Rei do Jogo|2004|Papai Noel às Avessas|2003|Wieners|2008|O Império do Besteirol...|2001|Caindo na Estrada 2: O Jogo d...|2009|"
323;19841;0;"google";"Física Divertida|Física Divertida é um programa educativo formado a partir de parceria entre a TV Rá-Tim-Bum e a Mad Science São Paulo. O programa estreou em agosto de 2010. No ano de 2011 está em sua segunda temporada e é dirigido por Mário Masetti. |";"";"";"";"";"";"";"Física Divertida é um programa educativo formado a partir de parceria entre a TV Rá-Tim-Bum e a Mad Science São Paulo. O programa estreou em agosto de 2010. No ano de 2011 está em sua segunda temporada e é dirigido por Mário Masetti. |Data da primeira publicação: 31 de janeiro de 2007|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
324;19906;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
325;19893;0;"google";"Muamba|No Brasil, Muamba é uma gíria muito usada para designar itens de contrabando.
Muambeiro é o indivíduo cuja atividade relaciona-se diretamente com a aquisição, transporte e/ou comercialização da muamba. |Muamba (Canção de Jorge Vercillo)|";"";"";"";"Muamba|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
326;19891;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
327;19910;0;"google";"This Is Us|This Is Us é uma série de televisão estadunidense criada por Dan Fogelman e exibida pela emissora NBC desde 20 de setembro de 2016.
Em 27 de setembro de 2016, a NBC encomendou 18 episódios para a primeira temporada da série. |";"";"";"";"Seriado de televisão|Primeiro episódio: |Emissora original: |Kate|";"";"";"This Is Us é uma série de televisão estadunidense criada por Dan Fogelman e exibida pela emissora NBC desde 20 de setembro de 2016.
Em 27 de setembro de 2016, a NBC encomendou 18 episódios para a primeira temporada da série. |20 de setembro de 2016|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Milo Ventimiglia|Jack Pearson|Mandy Moore|Rebecca|Chrissy Metz|Kate|"
328;19890;0;"google";"A Laguna Araruama, conhecida erroneamente como Lagoa de Araruama, é a maior massa de água hipersalina em estado permanente no mundo, superando outros corpos d&apos;água hipersalinos de destaque como o Lago ... |";"";"";"";"";"";"";"A Laguna Araruama, conhecida erroneamente como Lagoa de Araruama, é a maior massa de água hipersalina em estado permanente no mundo, superando outros corpos d&apos;água hipersalinos de destaque como o Lago ... |";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
329;19917;0;"google";"Global fishing|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
330;19865;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
331;19829;0;"google";"";"";"";"";"Série de desenho animado|";"";"";"The Looney Tunes Show é uma série de desenho animado estadunidense, baseada nos personagens originais de Looney Tunes e Merrie Melodies de 1930-1969, que estreou em 3 de maio de 2011 no Cartoon Network e em 7 de abril de 2014 estreou no Boomerang. |3 de maio de 2011|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Jeff Bergman|, |Kristen Wiig|, |Bob Bergen|, |Fred Armisen|, |mais|Episódios|Personagens|Lola Bunny|Kristen Wiig|Speedy González|Fred Armisen|Granny|Stephanie Courtney|Pete Puma|Stan Freberg|Tina Russo|Jennifer Esposito|Pesquisas relacionadas|Baby Looney Tunes|Wabbit|Duck Dodgers|The Sylvester and Twee...|Tiny Toon Adventures|The Tom and Jerry Show|"
332;19928;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
333;19847;0;"google";"";"";"";"";"Série de desenho animado|";"The Fairly OddParents|Criador: |Butch Hartman|";"";"30 de março de 2001|";"";"";"";"";"";"";"The Fairly OddParents é uma série de desenho animado estadunidense criada por Butch Hartman sobre as aventuras de Timmy Turner, com seus padrinhos mágicos Cosmo e Wanda. |As Aventuras de Jimmy...|";"";"";"";"";"";"";"";"";"";"";0;"";"Butch Hartman|, |Tara Strong|, |Daran Norris|, |mais|Episódios|Personagens|Timmy Turner|Tara Strong|Poof|Tara Strong|Denzel Q. Crocker|Carlos Alazraqui|Chester Ruim de Taco|Frankie Muniz|Mark Chang|Rob Paulsen|Vicky Roubalhe...|Grey DeLisle|Pesquisas relacionadas|Danny Phantom|Bob Esponja Calça Qu...|T.U.F.F. Puppy|Fanboy and Chum Chum|"
334;19927;0;"google";"Coração de Pescador (Canção)|Coração de Pescador (Filme de 2009)|";"";"";"";"";"";"";"Coração de Pescador (Filme de 2009)|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
335;19921;0;"google";"CNN Today|";"";"";"";"Primeiro episódio: |";"";"";"2 de novembro de 2014|";"";"";"Língua inglesa|Apresentado Por: |Michael Holmes|, |Amara Walker|Pesquisas relacionadas|CNN Newsroom|Internatio... Desk|Erin Burnett OutFront|Amanpour|In 24 Hours|Rick&apos;s List|2010|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
336;19822;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"null : R$90,09|";""
337;19932;0;"google";"Arena do Futuro|Arena do Futuro é um recinto desportivo temporário localizado na Barra da Tijuca, Rio de Janeiro, Brasil, que foi usado para o handebol nas Olimpíadas de 2016 e goalball no Jogos Paraolímpicos de Verão de 2016. |";"";"";"";"Arena do Futuro|";"";"";"Arena do Futuro é um recinto desportivo temporário localizado na Barra da Tijuca, Rio de Janeiro, Brasil, que foi usado para o handebol nas Olimpíadas de 2016 e goalball no Jogos Paraolímpicos de Verão de 2016. |";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
338;19871;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
339;19872;0;"google";"O Quinze (Romance por Rachel de Queiroz)|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
340;19899;0;"google";"The Nanny|The Nanny é um sitcom estadunidense, que estreou no dia 3 de Novembro de 1993 na CBS. Fran Drescher interpreta &quot;The Nanny Named Fran&quot;, a protagonista da série. O seriado encerrou após 6 temporadas. |";"";"";"";"Sitcom|Primeiro episódio: |";"The Nanny Named Fran|Emissora original: |CBS|Episódios|";"";"The Nanny é um sitcom estadunidense, que estreou no dia 3 de Novembro de 1993 na CBS. Fran Drescher interpreta &quot;The Nanny Named Fran&quot;, a protagonista da série. O seriado encerrou após 6 temporadas. |3 de novembro de 1993|23 de junho de 1999|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Fran Drescher|Fran Fine|Charles Shaughn...|Maxwell Sheffield|Madeline Zima|Grace Sheffield|Lauren Lane|C. C. Babcock|Nicholle Tom|Margaret Sheffield|Daniel Davis|Niles|Pesquisas relacionadas|Happily Divorced|Mad About You|Jessie|Seinfeld|Everybody Loves Raymond|Princesses|1991|"
341;19895;0;"google";"Harvey, O Advogado é uma série animada americana exibida no canal pago Cartoon Network durante o bloco Adult Swim. |";"";"";"";"Primeiro episódio: |Peter MacNicol|Space Ghost Coast to...|";"";"";"30 de dezembro de 2000|22 de julho de 2007|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Gary Cole|Stephen Colbert|Phil Ken Sebben|John Michael Higgins|Peter MacNicol|"
342;19830;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
343;19909;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
344;19856;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
345;19869;0;"google";"Lili Marlene|Outras gravações desta música: Lili Marlene, Lili Marlene|";"";"";"";"Marlene Dietrich (Atriz)|";"Peer Raben|Figurino: |Barbara Baum|Autores: |Lale Andersen|, |Manfred Purzer|Marlene Dietrich (Atriz)|";"";"Filme de 1981|14 de janeiro de 1981 (|Nascimento: 27 de dezembro de 1901, Schöneberg, Alemanha|Falecimento: 6 de maio de 1992, Paris, França|";"";"";"";"";"";"";"";"";"";"Rainer Werner Fassbinder|";"";"";"";"";"";"";"";0;"";"Hanna Schygulla|Willie|Giancarlo Giannini|Robert|Mel Ferrer|David Mendelsson|Gottfried John|Aaron|Hark Bohm|Taschner|Henkel|Pesquisas relacionadas|O Casamento de Maria...|1979|Lola|1981|Katzelma...|1969|O Desespero de Veroni...|1982|As Lágrimas Amargas...|1972|Por que Deu a Louca no...|1970|Ver resultados relacionados|Lili Marlén (Canção de Lale Andersen)|Artista: Lale Andersen|"
346;19858;0;"google";"Debutante é a palavra usada para designar a adolescente que completa seus quinze anos de idade. A palavra vem do francês débutante, que significa iniciante ou estreante. |";"";"";"";"Elsa|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
347;19882;0;"google";"";"";"";"";"Joe Lambert|";"Michael Kamen|Séries de filmes: |Duro de Matar|";"";"Filme de 1995|15 de maio de 1995 (|";"";"";"";"";"";"";"";"";"";"John McTiernan|Duração: |2h 11m|";"";"";"";"";"";"";"";0;"";""
348;19922;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
349;19848;0;"google";"Carros 2|";"";"";"";", |";"Michael Giacchino|Canção original: |You Might Think|";"";"Filme de 2011|23 de junho de 2011 (|";"";"";"";"";"";"";"O astro das corridas, Relâmpago McQueen, e o carro-guincho, Mate, viajam para disputar o primeiro Grand Prix Mundial, que irá revelar o carro mais veloz do planeta. Nessa jornada imperdível, Mate se envolve com um grupo de espionagem e vive grandes aventuras com seus amigos.|";"";"";"John Lasseter|, |";"";"";"";"";"";"";"";0;"";"Owen Wilson|, |Lewis Hamilton|, |Larry the Cable Guy|, |mais|Personagens|Lightning McQueen|Owen Wilson|Mater|Larry the Cable Guy|Finn McMissil|Michael Caine|Francesco Bernoulli|John Turturro|Holley Shiftwell|Emily Mortimer|Carla Veloso|Barbara Kottmeier|Pesquisas relacionadas|Carros 3|2017|Carros|2006|Toy Story 3|2010|Toy Story|1995|Toy Story 2|1999|Aviões|2013|"
350;19855;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
351;19824;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
352;19870;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
353;19925;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
354;19845;0;"google";"Atomic Puppet|Atomic Puppet é uma série de animação canadence produzida por Mercury Filmworks, Technicolor SA e Gaumont Animation, que teve sua estreia em 13 de Março de 2016.
No Brasil a série foi adquirida pelo canal Disney XD |&quot;Atomic Puppet theme&quot;|";"";"";"";"Série de animação|";"Amaury Bernier, David Gana|Emissoras originais: |Teletoon|, |Disney XD|Episódios|Pesquisas relacionadas|Sidekick|The Powerpuff Girls|Supernoo...|SheZow|Metajets|";"";"Atomic Puppet é uma série de animação canadence produzida por Mercury Filmworks, Technicolor SA e Gaumont Animation, que teve sua estreia em 13 de Março de 2016.
No Brasil a série foi adquirida pelo canal Disney XD |18 de julho de 2016|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
355;19853;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
356;19864;0;"google";"";"";"";"";"";"";"";"27 de janeiro de 2016|";"";"";"Língua inglesa|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Tanya Scott|, |Amanda Salinas|, |Ms. Juicy Baby|, |mais|Episódios|Pesquisas relacionadas|Little Women L.A.|Little Women: Dallas|Little Women: NY|Pretty Wicked Moms|2013|Big Rich Atlanta|2013|WAGS|"
357;19835;0;"google";"Click (Filme de 2006)|";"";"";"";"";"";"";"Click (Filme de 2006)|Data de lançamento: 11 de agosto de 2006 (Brasil)|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
358;19850;0;"google";"Gazoon|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
359;19826;0;"google";"Traçando Arte|Traçando Arte é uma série original da TV Rá-Tim-Bum que traz ao público infantil um pouco da obra e da biografia de grandes pintores. |Física Divertida|";"";"";"";"Programa de TV|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
360;19907;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
361;19933;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
362;19839;0;"google";"Defiance|Defiance (Seriado de ficção científica)|";"";"";"";"Game Engine: |";"";"";"2 de abril de 2013|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
363;19846;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
364;19889;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
365;19929;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
366;19840;0;"google";"Quintal da Cultura|Quintal da Cultura é um programa infantil brasileiro produzido e transmitido pela TV Cultura. Dirigido por Aline Muniz e Bete Rodrigues, o programa estreou no dia 18 de abril de 2011, e desde 2012, é exibido também pela TV Rá-Tim-Bum. |";"";"";"";"Programa infantil|";"";"";"Quintal da Cultura é um programa infantil brasileiro produzido e transmitido pela TV Cultura. Dirigido por Aline Muniz e Bete Rodrigues, o programa estreou no dia 18 de abril de 2011, e desde 2012, é exibido também pela TV Rá-Tim-Bum. |";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Jonathan Faria; José Eduardo Rennó; Helena Ritto|Programas relacionados: |Sessão da Hora; Cambalhota|Tema de abertura: |&quot;Então, tá Combinado&quot;; Palavra Cantada|5|Emissora de televisão original: |TV Cultura|"
367;19820;0;"google";"Movie Talk|";"";"";"";"Primeiro episódio: |Episódio final: |, |";"";"";"setembro de 2012|novembro de 2012|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
368;19842;0;"google";"Eu e o Quarteto Apavorante|Eu e o Quarteto Apavorante é um desenho animado brasileiro produzido pela Zoe Films e veiculado pela TV Rá-Tim-Bum. |";"";"";"";"Programa de TV|";"";"";"";"";"";"";"";"";"";"";"";"";"Marcus César Fernandes|2|Pesquisas relacionadas|Traçando Arte|Show do DJ Cão|Física Divertida|Simão e Bartolomeu|Anabel|O Papel das Histórias|";"";"";"";"";"";"";"";0;"";""
369;19838;0;"google";"Super Wings|Super Wings é uma série animada de 2014 co-produzida por FunnyFlux Entertainment na Coreia do Sul, Animação Qianqi na China, e Little Airplane Productions nos Estados Unidos, Com o apoio à produção da ... |";"";"";"";"Primeiro episódio: |Super|";"";"";"1 de setembro de 2014|";"Compre no Shopping|Super|";"";"Língua inglesa|Emissoras originais: |Sprout|, |Syndication|, |EBS 1TV|Indicações: |Prêmio Emmy Kids de Pré-Escola|Episódios|Pesquisas relacionadas|Strawberry Shortcake&apos;s Berry Bitt...|Noonbory and the Super Se...|2009|Little Charmers|Franklin and Friends|Justin Time|Patrocinados|Compre no Shopping|";"";"";"";"";"";"";"";"";"Wikipédia|Primeiro episódio: |";"";"";"";"";"";0;"null : R$24,47|";""
370;19920;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
371;19844;0;"google";"Cocoricó|Cocoricó é um seriado de televisão brasileiro produzido e exibido pela TV Cultura, cuja estreia ocorreu no dia 1 de abril de 1996. |Júlio é o personagem principal da série infantil brasileira Cocoricó ...|";"";"";"";"Seriado de televisão|Primeiro episódio: |Júlio (Personagem de TV)|";"";"";"Cocoricó é um seriado de televisão brasileiro produzido e exibido pela TV Cultura, cuja estreia ocorreu no dia 1 de abril de 1996. |1 de abril de 1996|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Hugo Picchi Neto|, |Magda Crudelli|, |Enrique Serrano|, |mais|Indicações: |Troféu Imprensa de melhor programa infantil|Episódios|Pesquisas relacionadas|Nilba e os Desastro...|TV Colosso|Peixonauta|Bookmice|Gina D&apos;s Kids Club|Ver resultados relacionados|Júlio (Personagem de TV)|"
372;19884;0;"google";"O Especialista|";"";"";"";"Joe Leon|";"John Barry|, |Emilio Estefan|";"";"Filme de 1994|7 de outubro de 1994 (|";"";"";"";"";"";"";"";"";"";"Luis Llosa|Figurino: |Judianna Makovsky|";"";"";"";"";"";"";"";0;"cinematografia : Jeffrey Kimball|";"Sylvester Stallone|Ray Quick|Sharon Stone|May Munro|James Woods|Ned Trent|Eric Roberts|Tomas Leon|Rod Steiger|Joe Leon|"
373;19834;0;"google";"";"";"";"";"";"Livio Tragtenberg|";"";"Filme de 2009|2 de outubro de 2009 (|";"";"";"";"";"";"";"";"";"";"Roberto Moreira|Duração: |1h 23m|";"";"";"Roberto Moreira|, |Anna Muylaert|";"";"";"";"";0;"";"Maria Clara Spinelli|Suzana|Danni Carlos|Justine|Sílvia Lourenço|Marina|Paulo Vilhena|Nuno|Leilah Moreno|Michelle|Gustavo Machado|Gil|Pesquisas relacionadas|Contra Todos|2004|É Proibido Fumar|2009|Houve uma Vez Dois Verões|2002|Antônia|2006|Durval Discos|2002|Que Horas Ela Volta?|2015|"
374;19883;0;"google";"";"";"";"";"";"Jerry Goldsmith|";"";"Filme de 1990|28 de setembro de 1990 (|";"";"";"";"";"";"";"";"";"";"Joe Dante|Duração: |1h 47m|Canção original: |Angel of Death|";"";"";"";"";"";"";"";0;"";"Phoebe Cates|Kate Beringer|Zach Galligan|Billy Peltzer|John Glover|Daniel Clamp|Christoph... Lee|Dr. Catheter|Dick Miller|Murray Futterman|Robert Prosky|Avô Fred|Pesquisas relacionadas|Gremlins|1984|Viagem Insólita|1987|De Volta à Ação: O Filme|2003|Pequenos Guerreiros|1998|Os Explorad...|1985|Meus Vizinhos são um T...|1989|"
375;19896;0;"google";"";"";"";"";"Primeiro episódio: |";"Everybody Hates Chris Theme Song|Emissoras originais: |The CW Television Network|, |United Paramount Network|Autores: |Chris Rock|, |Ali LeRoi|, |Rodney Barnes|, |Lance Crouther|, |mais|Episódios|";"";"22 de setembro de 2005|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Chris Rock|Tyler James Williams|Chris|Terry Crews|Julius|Imani Hakim|Tonya Rock|Tichina Arnold|Rochelle Rock|Tequan Richmond|Drew Rock|Pesquisas relacionadas|Everybody Loves Raymond|Girlfriends|The Cosby Show|Reba|The Goldbergs|Family Matters|"
376;19821;0;"google";"Medici: Masters of Florence|";"";"";"";"Primeiro episódio: |";"";"";"18 de outubro de 2016|";"";"";"Língua inglesa|Gêneros: |Thriller, Biografia, Mistério, Romance, Ficção histórica|Episódios|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Richard Madden|Cosimo de&apos; Medici|Dustin Hoffman|Giovanni|Annabel Scholey|Contessina|Stuart Martin|Lorenzo|Guido Caprino|Marco Bello|Valentina Bellè|Lucrezia|Pesquisas relacionadas|Os Pilares da Terra|2010|Leonardo|Channel Zero|The Last Kingdom|The Borgias|Da Vinci&apos;s Demons|"
377;19914;0;"google";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
378;19878;0;"google";"Tokyo Godfathers|";"";"";"";"";"Keiichi Suzuki|, |Moonriders|Prêmios: |Mainichi Film Concours Award for Best Animated Film|";"";"Filme de 2003|8 de novembro de 2003 (|";"";"";"";"";"";"";"";"";"";"Satoshi Kon|Duração: |1h 37m|";"";"";"";"";"";"";"";0;"";"Gin|Aya Okamoto|Miyuki|Yoshiaki Umegaki|Hana|Ohta|Mother|Hiroya Ishimaru|Yasuo|Pesquisas relacionadas|Paprika|2006|Millennium Actress|2001|Holiday Heart|2000|2006|Uma Nova Amiga|2014|A Viagem de Chihiro|2001|"
379;19902;0;"google";"South Park|South Park é uma sitcom americana criada por Trey Parker e Matt Stone para o canal Comedy Central. Destinado ao público adulto, o programa tornou-se alvo de debates por suas críticas através de humor ... |";"";"";"";"Matt Stone|";"South Park Theme song|Emissora original: |Comedy Central|Criadores: |Trey Parker|, |Matt Stone|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"Trey Parker|, |Matt Stone|, |April Stewart|, |Isaac Hayes|, |mais|Episódios|Personagens|Eric Cartman|Trey Parker|Kenny McCormick|Matt Stone|"
380;19832;0;"google";"Pablo Neruda|Pablo Neruda é o pseudônimo de Ricardo Eliécer Neftalí Reyes Basoalto foi um poeta chileno, bem como um dos mais importantes poetas da língua castelhana do século XX e cônsul do Chile na Espanha e no México. |The Poetry of Pablo Neruda|The essential Neruda|Neruda (Filme de 2016)|";"";"";"";"Falecimento: |Pesquisas relacionadas|";"";"";"12 de julho de 1904, |23 de setembro de 1973, |Neruda (Filme de 2016)|Data de lançamento: 15 de dezembro de 2016 (Brasil)|";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";""
